P,Outcome,Importance Raiting,Satisfaction Raiting
P50,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",5,4
P51,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",4,3
P52,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",3,3
P53,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",5,5
P54,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",3,5
P55,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",5,4
P56,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",5,4
P57,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",4,3
P58,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",2,3
P59,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",3,4
P60,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",4,4
P61,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",5,4
P62,"Before landing, reduce the chance that SignalBox/Sandcastle doesn't miss running an important signal on my Diff",4,4
P1,The number of irrelevant signals collected on my Diff,4,2
P2,The number of irrelevant signals collected on my Diff,4,3
P3,The number of irrelevant signals collected on my Diff,2,2
P4,The number of irrelevant signals collected on my Diff,1,3
P5,The number of irrelevant signals collected on my Diff,4,3
P6,The number of irrelevant signals collected on my Diff,2,3
P7,The number of irrelevant signals collected on my Diff,2,3
P8,The number of irrelevant signals collected on my Diff,4,1
P9,The number of irrelevant signals collected on my Diff,5,5
P10,The number of irrelevant signals collected on my Diff,2,2
P11,The number of irrelevant signals collected on my Diff,4,2
P12,The number of irrelevant signals collected on my Diff,2,4
P13,The number of irrelevant signals collected on my Diff,3,3
P14,The number of irrelevant signals collected on my Diff,3,2
P15,The number of irrelevant signals collected on my Diff,5,2
P16,The number of irrelevant signals collected on my Diff,4,2
P17,The number of irrelevant signals collected on my Diff,5,5
P18,The number of irrelevant signals collected on my Diff,4,2
P19,The number of irrelevant signals collected on my Diff,5,3
P20,The number of irrelevant signals collected on my Diff,2,3
P21,The number of irrelevant signals collected on my Diff,5,1
P22,The number of irrelevant signals collected on my Diff,4,2
P23,The number of irrelevant signals collected on my Diff,3,3
P24,The number of irrelevant signals collected on my Diff,2,3
P25,The number of irrelevant signals collected on my Diff,4,4
P26,The number of irrelevant signals collected on my Diff,2,3
P27,The number of irrelevant signals collected on my Diff,3,3
P28,The number of irrelevant signals collected on my Diff,4,2
P29,The number of irrelevant signals collected on my Diff,3,3
P30,The number of irrelevant signals collected on my Diff,3,3
P31,The number of irrelevant signals collected on my Diff,3,2
P32,The number of irrelevant signals collected on my Diff,4,3
P33,The number of irrelevant signals collected on my Diff,5,1
P34,The number of irrelevant signals collected on my Diff,1,3
P35,The number of irrelevant signals collected on my Diff,3,4
P36,The number of irrelevant signals collected on my Diff,4,3
P37,The number of irrelevant signals collected on my Diff,3,3
P38,The number of irrelevant signals collected on my Diff,3,3
P39,The number of irrelevant signals collected on my Diff,3,3
P40,The number of irrelevant signals collected on my Diff,4,4
P41,The number of irrelevant signals collected on my Diff,3,3
P42,The number of irrelevant signals collected on my Diff,3,3
P43,The number of irrelevant signals collected on my Diff,3,2
P44,The number of irrelevant signals collected on my Diff,3,4
P45,The number of irrelevant signals collected on my Diff,2,2
P46,The number of irrelevant signals collected on my Diff,1,3
P47,The number of irrelevant signals collected on my Diff,4,2
P48,The number of irrelevant signals collected on my Diff,3,3
P49,The number of irrelevant signals collected on my Diff,5,1
P50,The number of irrelevant signals collected on my Diff,3,3
P51,The number of irrelevant signals collected on my Diff,2,2
P52,The number of irrelevant signals collected on my Diff,2,2
P53,The number of irrelevant signals collected on my Diff,5,4
P54,The number of irrelevant signals collected on my Diff,3,5
P55,The number of irrelevant signals collected on my Diff,3,4
P56,The number of irrelevant signals collected on my Diff,2,3
P57,The number of irrelevant signals collected on my Diff,4,4
P58,The number of irrelevant signals collected on my Diff,2,4
P59,The number of irrelevant signals collected on my Diff,3,2
P60,The number of irrelevant signals collected on my Diff,2,4
P61,The number of irrelevant signals collected on my Diff,3,2
P62,The number of irrelevant signals collected on my Diff,4,3
P1,Confidence that your land will be successful when skipping/bypassing a signal,4,5
P2,Confidence that your land will be successful when skipping/bypassing a signal,3,3
P3,Confidence that your land will be successful when skipping/bypassing a signal,1,3
P4,Confidence that your land will be successful when skipping/bypassing a signal,4,3
P5,Confidence that your land will be successful when skipping/bypassing a signal,1,5
P6,Confidence that your land will be successful when skipping/bypassing a signal,4,4
P7,Confidence that your land will be successful when skipping/bypassing a signal,3,3
P8,Confidence that your land will be successful when skipping/bypassing a signal,3,2
P9,Confidence that your land will be successful when skipping/bypassing a signal,5,5
P10,Confidence that your land will be successful when skipping/bypassing a signal,5,5
P11,Confidence that your land will be successful when skipping/bypassing a signal,5,3
P12,Confidence that your land will be successful when skipping/bypassing a signal,5,3
P13,Confidence that your land will be successful when skipping/bypassing a signal,5,2
P14,Confidence that your land will be successful when skipping/bypassing a signal,3,3
P15,Confidence that your land will be successful when skipping/bypassing a signal,5,5
P16,Confidence that your land will be successful when skipping/bypassing a signal,3,4
P17,Confidence that your land will be successful when skipping/bypassing a signal,5,5
P18,Confidence that your land will be successful when skipping/bypassing a signal,3,4
P19,Confidence that your land will be successful when skipping/bypassing a signal,5,4
P20,Confidence that your land will be successful when skipping/bypassing a signal,3,3
P21,Confidence that your land will be successful when skipping/bypassing a signal,4,4
P22,Confidence that your land will be successful when skipping/bypassing a signal,5,4
P23,Confidence that your land will be successful when skipping/bypassing a signal,4,5
